"","player_name","player_age","player_pos","team_name","minutes_played","contract_until","league"
"1545","Szymon Maszkowski",19,"Defensive Midfield","GKS Jastrzebie",368,"30.06.2026","Betclic 2 Liga"
"1546","Szymon Matysek",19,"Centre-Forward","GKS Jastrzebie",275,"30.06.2026","Betclic 2 Liga"
"1547","Szymon Matysiak",22,"Goalkeeper","Swit Szczecin",0,"-","Betclic 2 Liga"
"1548","Szymon Michalski",20,"Centre-Back","Polonia Bytom",641,"30.06.2025","Betclic 2 Liga"
"1549","Szymon Mida",18,"Left Winger","Odra Opole",121,"30.06.2026","Betclic 1 Liga"
"1550","Szymon Mlocek",19,"Attack","Rekord Bielsko-Biala",45,"-","Betclic 2 Liga"
"1551","Szymon Nowicki",25,"Right-Back","Swit Szczecin",478,"30.06.2025","Betclic 2 Liga"
"1552","Szymon Pawlowski",37,"Attacking Midfield","Warta Poznan",179,"30.06.2025","Betclic 1 Liga"
"1553","Szymon Sarbinowski",20,"Attacking Midfield","Warta Poznan",114,"30.06.2025","Betclic 1 Liga"
"1554","Szymon Sikorski",20,"Left Winger","Odra Opole",0,"30.06.2025","Betclic 1 Liga"
"1555","Szymon Sobczak",31,"Centre-Forward","Arka Gdynia",377,"30.06.2026","Betclic 1 Liga"
"1556","Szymon Stypulkowski",18,"Defensive Midfield","Jagiellonia Bialystok",0,"31.12.2026","PKO BP Ekstraklasa"
"1557","Szymon Szymanski",28,"Centre-Back","Ruch Chorzow",720,"30.06.2026","Betclic 1 Liga"
"1558","Szymon Tarkowski",19,"Midfield","Zaglebie Lubin II",75,"-","Betclic 2 Liga"
"1559","Szymon Weirauch",20,"Goalkeeper","Lechia Gdansk",180,"30.06.2029","PKO BP Ekstraklasa"
"1560","Szymon Zalewski",24,"Right Midfield","Zaglebie Sosnowiec",309,"30.06.2026","Betclic 2 Liga"
"1561","Tafara Madembo",21,"Right Winger","Kotwica Kolobrzeg",66,"30.06.2025","Betclic 1 Liga"
"1562","Tamás Kiss",23,"Left Winger","Wisla Kraków",563,"30.06.2026","Betclic 1 Liga"
"1563","Taofeek Ismaheel",24,"Right Winger","Górnik Zabrze",254,"30.06.2027","PKO BP Ekstraklasa"
"1564","Taras Romanczuk",32,"Defensive Midfield","Jagiellonia Bialystok",792,"30.06.2026","PKO BP Ekstraklasa"
"1565","Taras Zaviyskyi",29,"Right Midfield","Bruk-Bet Termalica Nieciecza",421,"30.06.2025","Betclic 1 Liga"
"1566","Teo Kurtaran",22,"Defensive Midfield","GKS Tychy",74,"30.06.2026","Betclic 1 Liga"
"1567","Thiago",27,"Attacking Midfield","Puszcza Niepolomice",0,"30.06.2025","PKO BP Ekstraklasa"
"1568","Tihomir Kostadinov",28,"Attacking Midfield","Piast Gliwice",108,"30.06.2025","PKO BP Ekstraklasa"
"1569","Titas Milasius",23,"Right Midfield","Pogon Siedlce",502,"30.06.2025","Betclic 1 Liga"
"1570","Tobiasz Kubik",21,"Right Winger","GKS Tychy",56,"30.06.2025","Betclic 1 Liga"
"1571","Tobiasz Starosta",19,"Midfield","Zaglebie Lubin II",0,"-","Betclic 2 Liga"
"1572","Tomas Bobcek",22,"Centre-Forward","Lechia Gdansk",227,"30.06.2027","PKO BP Ekstraklasa"
"1573","Tomas Huk",29,"Centre-Back","Piast Gliwice",546,"30.06.2025","PKO BP Ekstraklasa"
"1574","Tomas Pekhart",35,"Centre-Forward","Legia Warszawa",403,"30.06.2025","PKO BP Ekstraklasa"
"1575","Tomás Silva",24,"Right-Back","Jagiellonia Bialystok",56,"30.06.2026","PKO BP Ekstraklasa"
"1576","Tomasz Bala",23,"Centre-Forward","Stal Rzeszow",180,"30.06.2025","Betclic 1 Liga"
"1577","Tomasz Boczek",34,"Centre-Back","Chojniczanka Chojnice",184,"30.06.2025","Betclic 2 Liga"
"1578","Tomasz Gajda",28,"Attacking Midfield","Polonia Bytom",720,"30.06.2027","Betclic 2 Liga"
"1579","Tomasz Kaczmarek",27,"Attacking Midfield","Olimpia Grudziadz",548,"-","Betclic 2 Liga"
"1580","Tomasz Kucharski",21,"Goalkeeper","LKS Lodz II",360,"30.06.2025","Betclic 2 Liga"
"1581","Tomasz Loska",28,"Goalkeeper","Slask Wroclaw",0,"30.06.2026","PKO BP Ekstraklasa"
"1582","Tomasz Makowski",25,"Defensive Midfield","Zaglebie Lubin",594,"30.06.2026","PKO BP Ekstraklasa"
"1583","Tomasz Matuszewski",22,"Centre-Forward","Resovia Rzeszow",46,"30.06.2025","Betclic 2 Liga"
"1584","Tomasz Mikolajczak",36,"Attacking Midfield","Chojniczanka Chojnice",0,"30.06.2025","Betclic 2 Liga"
"1585","Tomasz Mokwa",31,"Right-Back","Piast Gliwice",61,"30.06.2025","PKO BP Ekstraklasa"
"1586","Tomasz Neugebauer",21,"Attacking Midfield","Lechia Gdansk",205,"30.06.2027","PKO BP Ekstraklasa"
"1587","Tomasz Nowak",38,"Attacking Midfield","Rekord Bielsko-Biala",497,"-","Betclic 2 Liga"
"1588","Tomasz Pienko",20,"Right Winger","Zaglebie Lubin",495,"30.06.2026","PKO BP Ekstraklasa"
"1589","Tomasz Planeta",19,"Defensive Midfield","Bruk-Bet Termalica Nieciecza",0,"30.06.2025","Betclic 1 Liga"
"1590","Tomasz Stanaszek",18,"Attack","Hutnik Krakow",0,"-","Betclic 2 Liga"
"1591","Tomasz Swedrowski",30,"Defensive Midfield","Wieczysta Krakow",179,"30.06.2026","Betclic 2 Liga"
"1592","Tomasz Walaszek",19,"Defender","Rekord Bielsko-Biala",301,"30.06.2026","Betclic 2 Liga"
"1593","Tomasz Walczak",19,"Centre-Forward","Raków Częstochowa",0,"30.06.2026","PKO BP Ekstraklasa"
"1594","Tomasz Welna",33,"Centre-Back","Kotwica Kolobrzeg",720,"30.06.2025","Betclic 1 Liga"
"1595","Tomasz Wojciechowski",28,"Attacking Midfield","Chrobry Glogow",0,"30.06.2025","Betclic 1 Liga"
"1596","Tomasz Wojcinowicz",28,"Centre-Back","Warta Poznan",621,"30.06.2026","Betclic 1 Liga"
"1597","Tomasz Wojtowicz",20,"Left Midfield","Lechia Gdansk",199,"30.06.2027","PKO BP Ekstraklasa"
"1599","Tomasz Wojtowicz",20,"Left Midfield","Ruch Chorzow",0,"30.06.2027","Betclic 1 Liga"
"1601","Tomasz Wozniak",22,"Goalkeeper","Gornik Leczna",0,"30.06.2025","Betclic 1 Liga"
"1602","Tommaso Guercio",19,"Left-Back","Slask Wroclaw",536,"30.06.2026","PKO BP Ekstraklasa"
"1603","Tornike Gaprindashvili",27,"Right Winger","Arka Gdynia",619,"30.06.2026","Betclic 1 Liga"
"1604","Tudor Băluţă",25,"Defensive Midfield","Slask Wroclaw",73,"30.06.2026","PKO BP Ekstraklasa"
"1605","Tymon Proczek",21,"Attacking Midfield","Znicz Pruszkow",113,"30.06.2025","Betclic 1 Liga"
"1606","Tymoteusz Gmur",16,"Attacking Midfield","Lech Poznan",0,"-","PKO BP Ekstraklasa"
"1607","Tymoteusz Ochocki",18,"Goalkeeper","LKS Lodz II",0,"-","Betclic 2 Liga"
"1608","Uri Gómez",20,"Left Winger","Olimpia Grudziadz",28,"-","Betclic 2 Liga"
"1609","Vaclav Sejk",22,"Centre-Forward","Zaglebie Lubin",309,"30.06.2025","PKO BP Ekstraklasa"
"1610","Vagner",28,"Right Winger","Radomiak Radom",171,"30.06.2026","PKO BP Ekstraklasa"
"1611","Vahan Bichakhchyan",25,"Right Winger","Pogon Szczecin",589,"30.06.2025","PKO BP Ekstraklasa"
"1612","Valentin Cojocaru",28,"Goalkeeper","Pogon Szczecin",630,"30.06.2027","PKO BP Ekstraklasa"
"1613","Valerijs Sabala",29,"Centre-Forward","Chojniczanka Chojnice",506,"30.06.2025","Betclic 2 Liga"
"1614","Vasilios Sourlis",21,"Central Midfield","Raków Częstochowa",0,"30.06.2026","PKO BP Ekstraklasa"
"1615","Virgil Ghiță",26,"Centre-Back","Cracovia",630,"30.06.2026","PKO BP Ekstraklasa"
"1616","Vitaliy Dyachenko",18,"Goalkeeper","Miedz Legnica",0,"30.06.2026","Betclic 1 Liga"
"1617","Vladyslav Kochergin",28,"Attacking Midfield","Raków Częstochowa",521,"30.06.2025","PKO BP Ekstraklasa"
"1618","Vladyslav Okhronchuk",27,"Defensive Midfield","Znicz Pruszkow",630,"30.06.2025","Betclic 1 Liga"
"1619","Volodymyr Kostevych",31,"Left-Back","Kotwica Kolobrzeg",62,"30.06.2025","Betclic 1 Liga"
"1620","Volodymyr Vereshchak",18,"Centre-Back","Arka Gdynia",0,"30.12.2026","Betclic 1 Liga"
"1621","Wiktor Biedrzycki",27,"Centre-Back","Wisla Kraków",574,"30.06.2026","Betclic 1 Liga"
"1622","Wiktor Bogacz",20,"Centre-Forward","Miedz Legnica",499,"30.06.2028","Betclic 1 Liga"
"1623","Wiktor Czerwinski",19,"Centre-Back","LKS Lodz II",0,"-","Betclic 2 Liga"
"1624","Wiktor Dlugosz",24,"Right Winger","Korona Kielce",333,"30.06.2025","PKO BP Ekstraklasa"
"1625","Wiktor Figurski",18,"Midfield","LKS Lodz II",0,"-","Betclic 2 Liga"
"1626","Wiktor Filipczyk",18,"Defender","Hutnik Krakow",0,"-","Betclic 2 Liga"
"1627","Wiktor Kaczorowski",23,"Goalkeeper","Hutnik Krakow",0,"30.06.2025","Betclic 2 Liga"
"1629","Wiktor Kaczorowski",23,"Goalkeeper","Rekord Bielsko-Biala",0,"30.06.2025","Betclic 2 Liga"
"1631","Wiktor Koptas",19,"Goalkeeper","Radomiak Radom",90,"30.06.2025","PKO BP Ekstraklasa"
"1632","Wiktor Kosciuk",21,"Defensive Midfield","LKS Lodz II",0,"30.06.2025","Betclic 2 Liga"
"1633","Wiktor Niewiarowski",22,"Attacking Midfield","GKS Tychy",199,"30.06.2025","Betclic 1 Liga"
"1634","Wiktor Nowak",19,"Defensive Midfield","Znicz Pruszkow",676,"30.06.2025","Betclic 1 Liga"
"1635","Wiktor Plesnierowicz",23,"Centre-Back","Warta Poznan",379,"30.06.2025","Betclic 1 Liga"
"1636","Wiktor Rusin",19,"Goalkeeper","GKS Jastrzebie",0,"30.06.2025","Betclic 2 Liga"
"1637","Wiktor Sawicki",18,"Centre-Forward","Arka Gdynia",0,"30.06.2025","Betclic 1 Liga"
"1638","Wiktor Smolinski",20,"Centre-Back","KKS 1925 Kalisz",602,"30.06.2025","Betclic 2 Liga"
"1639","Wiktor Staszak",17,"Attacking Midfield","KKS 1925 Kalisz",513,"30.06.2025","Betclic 2 Liga"
"1640","Wiktor Zolneczko",15,"Goalkeeper","Rekord Bielsko-Biala",0,"-","Betclic 2 Liga"
"1641","Wiktor Zytek",30,"Defensive Midfield","GKS Tychy",646,"30.06.2025","Betclic 1 Liga"
"1642","Wojciech Banasik",18,"Goalkeeper","Legia Warszawa",0,"-","PKO BP Ekstraklasa"
"1643","Wojciech Blyszko",24,"Centre-Back","Odra Opole",130,"30.06.2025","Betclic 1 Liga"
"1644","Wojciech Fadecki",31,"Left Midfield","Olimpia Elblag",603,"30.06.2025","Betclic 2 Liga"
"1645","Wojciech Goralski",18,"Midfield","Olimpia Grudziadz",0,"-","Betclic 2 Liga"
"1646","Wojciech Hajda",24,"Defensive Midfield","Puszcza Niepolomice",56,"30.06.2026","PKO BP Ekstraklasa"
"1647","Wojciech Jakubik",19,"Attacking Midfield","Bruk-Bet Termalica Nieciecza",177,"30.06.2025","Betclic 1 Liga"
"1648","Wojciech Kaminski",23,"Defensive Midfield","Korona Kielce",48,"30.06.2025","PKO BP Ekstraklasa"
"1649","Wojciech Karasiewicz",17,"Defensive Midfield","KKS 1925 Kalisz",0,"30.06.2025","Betclic 2 Liga"
"1650","Wojciech Katus",17,"Attacking Midfield","GKS Jastrzebie",0,"30.06.2026","Betclic 2 Liga"
"1651","Wojciech Laski",24,"Left Midfield","Ruch Chorzow",199,"30.06.2025","Betclic 1 Liga"
"1653","Wojciech Laski",24,"Left Midfield","Jagiellonia Bialystok",4,"30.06.2025","PKO BP Ekstraklasa"
"1655","Wojciech Lisowski",32,"Centre-Back","Pogon Szczecin",17,"30.06.2025","PKO BP Ekstraklasa"
"1656","Wojciech Maroszek",18,"Right Winger","KKS 1925 Kalisz",215,"30.06.2025","Betclic 2 Liga"
"1657","Wojciech Monka",17,"Centre-Back","Lech Poznan",1,"30.06.2027","PKO BP Ekstraklasa"
"1658","Wojciech Slomka",25,"Right Winger","Hutnik Krakow",624,"-","Betclic 2 Liga"
"1659","Wojciech Szafranek",20,"Centre-Forward","Zaglebie Lubin",0,"30.06.2026","PKO BP Ekstraklasa"
"1660","Wojciech Szumilas",27,"Attacking Midfield","Polonia Bytom",381,"30.06.2026","Betclic 2 Liga"
"1661","Wojciech Urbanski",19,"Attacking Midfield","Legia Warszawa",43,"30.06.2025","PKO BP Ekstraklasa"
"1662","Wojciech Zielinski",19,"Defensive Midfield","Arka Gdynia",41,"30.06.2027","Betclic 1 Liga"
"1663","Xabi Auzmendi",27,"Attacking Midfield","Polonia Warsaw",261,"30.06.2025","Betclic 1 Liga"
"1664","Xavier Dziekonski",20,"Goalkeeper","Korona Kielce",630,"30.06.2026","PKO BP Ekstraklasa"
"1665","Yan Senkevich",29,"Attacking Midfield","Olimpia Elblag",287,"30.06.2025","Betclic 2 Liga"
"1666","Yannick Woudstra",22,"Centre-Forward","GKS Tychy",0,"30.06.2025","Betclic 1 Liga"
"1667","Yegor Matsenko",22,"Left-Back","Slask Wroclaw",276,"30.06.2027","PKO BP Ekstraklasa"
"1668","Yevgeniy Belych",23,"Attacking Midfield","Hutnik Krakow",421,"-","Betclic 2 Liga"
"1669","Yoav Hofmayster",23,"Defensive Midfield","Korona Kielce",516,"30.06.2025","PKO BP Ekstraklasa"
"1670","Yuriy Tkachuk",29,"Defensive Midfield","Warta Poznan",712,"30.06.2025","Betclic 1 Liga"
"1671","Yuto Taira",23,"Defensive Midfield","Chrobry Glogow",0,"30.06.2025","Betclic 1 Liga"
"1672","Yuya Kamon",26,"Central Midfield","LKS Lodz II",331,"-","Betclic 2 Liga"
"1673","Zbigniew Wojciechowski",24,"Right Midfield","Rekord Bielsko-Biala",105,"30.06.2024","Betclic 2 Liga"
"1674","Zié Ouattara",24,"Right-Back","Radomiak Radom",537,"30.06.2027","PKO BP Ekstraklasa"
"1675","Zoran Arsenic",30,"Centre-Back","Raków Częstochowa",0,"30.06.2026","PKO BP Ekstraklasa"
"1676","Zvonimir Petrovic",23,"Defensive Midfield","Kotwica Kolobrzeg",788,"30.06.2025","Betclic 1 Liga"
